image,generated_caption
6556867543.jpg,two hockey players are playing hockey on the ice.
6558305361.jpg,a man and a redheaded child are playing on a swing set.
6562993653.jpg,a group of people are looking out a window at a crowded beach.
6580690359.jpg,a christmas - themed department store is decorated for the holidays.
6599202227.jpg,a bride and groom are standing in front of a crowd of people.
6635119569.jpg,a man in a plaid shirt is working on a project.
6638041153.jpg,a group of women playing volleyball.
666357296.jpg,a man in a red hat and purple pants is walking on a tightrope with a violin.
6669146081.jpg,three men stand on a podium with their medals.
6681702979.jpg,a man in a blue shirt and a woman in a yellow hat are standing behind a table with sand
6681703035.jpg,a man is cutting a woman ' s hair.
6692727651.jpg,a young boy in underwear is trying on underwear.
6696008759.jpg,a man on a motorcycle is riding through the sand.
6698805721.jpg,a man and a woman in orange shirts are cleaning a floor.
6716053167.jpg,a woman in a black shirt is throwing a bowling ball in a bowling alley.
6734323683.jpg,a clown is performing a trick on a stage.
6738018405.jpg,two young boys are standing next to a big brown dog.
673806038.jpg,a boy in a green wetsuit is jumping through a sprinkler.
6742042393.jpg,a man in a green jersey is jumping in the air while holding a ball.
674513893.jpg,a person in a rowboat on a lake at sunset.
6765292361.jpg,a blond woman in a red shirt is holding a microphone.
6769024927.jpg,a snowboarder in midair.
6785884778.jpg,a woman in a red dress is hula hooping in front of a crowd.
6790839304.jpg,two women sitting on a ledge eating food.
6790868526.jpg,a woman with a tattoo on her arm is working on a computer.
6796767853.jpg,two men in blue and white fighting in a competition.
6807909584.jpg,a girl slides into base while another girl slides into base.
6809746776.jpg,a man in a purple shirt plays a guitar.
6811244500.jpg,two men playing instruments in a dark room.
6813821371.jpg,a woman is sitting in a chair and applying makeup.
6823748160.jpg,two young boys are playing in the snow.
6829010449.jpg,a young boy in a winter hat and jacket is holding a dog in his arms.
6838086484.jpg,"two men are in a martial arts match, one is in the air while the other is in the"
6847163438.jpg,a group of women are playing a game of roller derby.
6864445068.jpg,a man in a colorful shirt is holding up another man in a blue shirt.
6864661881.jpg,a man is leaning over a car in front of a brick building.
686550300.jpg,a woman in a blue polo holds a small box with a baby in it.
6865517328.jpg,a man in a kilt juggling.
6870614177.jpg,a group of cyclists racing around a track.
687622658.jpg,a waitress carrying a tray with drinks.
6878446432.jpg,a little girl is working on a project with electrical wire.
6881414247.jpg,a woman in a leather jacket is looking through a telescope.
6882420474.jpg,a man is standing in a boat on a river.
6883672742.jpg,a soldier is jumping out of a plane.
6886763182.jpg,a shirtless man is playing a keyboard and singing into a microphone.
6888801884.jpg,two men are sitting on the floor making tortillas.
688940111.jpg,a young boy wearing a red hat is holding a cracker.
6892084963.jpg,a man in a hard hat shovels dirt.
6894308947.jpg,a family of four is sitting on a blanket in a crowd of people.
6894728048.jpg,three people are sitting on a couch and one is juggling.
6895479523.jpg,a man is sitting in a room with pictures on the wall.
6904240901.jpg,a young girl in a red jacket and striped hat is running down a sidewalk.
6907789234.jpg,a man in a black shirt and khaki pants is riding a white horse over a yellow and
6910820943.jpg,a soccer player in a blue and red uniform is going after the ball.
6918464059.jpg,two people sitting in a field with a heart in the grass.
69189650.jpg,a brown dog running in a field.
69213029.jpg,a woman in a white shirt is looking at a mirror in a clothing store.
6925158300.jpg,a row of computer gamers with their heads turned to the right.
6926014828.jpg,two women are eating lollipops.
6926577156.jpg,a basketball player in a red jersey is attempting to dunk the basketball.
6928014516.jpg,a young boy in a blue shirt and cowboy hat rides a horse.
6932687061.jpg,a man in a gray shirt is sitting in front of a drum set.
6935343133.jpg,a man and a woman in traditional chinese clothing pose for a picture.
6943141160.jpg,a woman juggling oranges.
6944132355.jpg,a jockey and his horse jump over a hay bale.
6950137939.jpg,a group of men playing rugby.
6952515138.jpg,a group of children are standing in a park and watching a man blow a large bubble.
6959556104.jpg,a group of runners are cheering for the runners who are running in the race.
6960188329.jpg,a group of people are working in a field with a tractor.
6960886685.jpg,a skier is in midair.
6968025762.jpg,a man and a woman are sitting next to each other holding a guitar.
6970448638.jpg,a woman and a man are sitting at a table painting together.
6973706961.jpg,a man in a tan shirt and a man in a tan shirt are working together with a drill and
697778778.jpg,three people climb a rock face near a waterfall.
6984208731.jpg,a man in a white robe is holding up a man in a blue robe.
6995873867.jpg,a group of men are playing rugby on the beach.
7001949951.jpg,a woman in a yellow shirt is working on a vase.
70036357.jpg,a young blond girl is cooking pancakes.
7003917150.jpg,a man in a white shirt is holding a coconut and a knife on a beach.
7006480817.jpg,a group of runners are standing together.
7014591581.jpg,two teams are playing hockey on an ice rink.
7024548211.jpg,a young boy in a blue and green jacket is using a hammer on a piece of metal.
7026785077.jpg,a basketball player in midair while the ball flies into the hoop.
7027910155.jpg,two girls are doing a science experiment.
7033675245.jpg,a young girl in a zebra print dress is sitting on the floor with a stuffed animal and a toy
7057696291.jpg,someone is cutting onions on a wooden cutting board.
7059204515.jpg,a man in a gray shirt juggling pins.
7062790747.jpg,a young boy in a green shirt is brushing his teeth in the bathroom.
7062856245.jpg,two men are having a pillow fight.
708204852.jpg,a woman holding a baby wearing a yellow shirt and blue striped shirt.
7092793359.jpg,a man with a goatee and a cat is sitting on a bed.
7094822129.jpg,a young girl in a bathing suit is standing on the beach.
7102599087.jpg,a woman in a red shirt and purple hat balancing a blue container on her head.
711785371.jpg,a young child waving an american flag.
7118830527.jpg,a skateboarder is airborne over a fountain in a city.
7123721879.jpg,a man running on a sidewalk next to a body of water.
7130486481.jpg,a crowd of people are cheering at a concert.
7142580519.jpg,a man in a wetsuit surfing a wave.
7142712929.jpg,a man is doing a flip in front of a group of children.
7148046575.jpg,a man in a white shirt is sitting at a computer and looking at a photo.
7156329476.jpg,a man in a kilt is playing the bagpipes in the rain.
7168140387.jpg,a man on a fire stick is balancing on another man ' s shoulders.
7173663269.jpg,a man in a white uniform is about to hit a ball while three other men look on.
717673249.jpg,two white dogs are playing in the grass.
7198469604.jpg,a young girl with red - hair is sitting at a table.
7198555138.jpg,a group of men riding bicycles.
7199683822.jpg,a man in dirty black boots is bent over and bent over a bucket of paint.
721943065.jpg,two young children are in a red wagon decorated with american flags.
7233564186.jpg,a young boy is hanging upside down on a ladder while another boy is swinging on a rope.
7236831126.jpg,a woman in a red shirt and black pants is running.
7245395668.jpg,"five people are standing on a ledge, holding musical instruments, facing a body of water."
7258741300.jpg,a woman in a red jacket hula - hoops on a street.
7282145490.jpg,a woman in an orange vest is riding a brown horse.
7309410500.jpg,two men are playing soccer on a field.
731580628.jpg,two children are sitting in the window of a firetruck.
73233864.jpg,a hockey player in a black and yellow uniform is skating on the ice.
7325899094.jpg,a man on a surfboard in the ocean.
7325903094.jpg,two people are surfing in the ocean.
7345543488.jpg,a woman with glasses is singing into a microphone.
7355163918.jpg,two women wearing headdresses and necklaces.
7357649904.jpg,a man in a blue shirt is holding a fishing net.
7360673198.jpg,two women in colorful clothing are dancing.
7363849060.jpg,a group of people dancing at a formal event.
7364636816.jpg,a group of children wearing yellow hats are standing in a line next to a brick wall.
7385259738.jpg,an old man is working with a hammer.
7422429952.jpg,two people in white fencing suits are in a gymnasium.
7461670356.jpg,a woman in a red dress is watching a boat go by.
747209951.jpg,a crowded beach with many people in the water.
7481274404.jpg,a man in a blue and white uniform is riding a bike.
74916401.jpg,a man in a red shirt is giving a lecture.
7498045028.jpg,a woman in a black costume is standing in front of a crowd.
7502965482.jpg,an elderly man holding a sign that says thank you u.
7521177104.jpg,two people are sitting on a red couch in a store window.
75344624.jpg,a young boy in batman pajamas is playing with toys.
7537460976.jpg,a paintballer is attempting to hit a target while another player is attempting to hit the target.
