image,caption
4935686055.jpg,A group of young boys have their shirts tied up revealing their midriffs as a man in a blue shirt stands their looking uncomfortable and a woman next to him laughs.
4935686055.jpg,"A group of smiling young boys, some with their shirts tied up, are standing on a sidewalk with a few adults."
4935686055.jpg,"In a group of people on a street, three preteen boys pose with their shirts rolled up."
4935686055.jpg,"A crowd of people on a street corner, three boys with their shirts tucked up."
4935686055.jpg,A group of people are standing in a courtyard.
4937982786.jpg,"An old woman wearing a pink, floral dress is walking while holding a magazine under her arm."
4937982786.jpg,An elderly woman wearing a pink floral dress carrying some magazines.
4937982786.jpg,An elderly woman dressed in pink is walking and clutching a magazine.
4937982786.jpg,An elderly woman in a pink dress carrying a magazine.
4937982786.jpg,An older woman in a pink outfit looking down.
4939912673.jpg,"An entertainer in a black shirt with a red tie and red suspenders, in Toronto, is playing with fire."
4939912673.jpg,A guy wearing red glasses doing something with fire as a group of onlookers watch.
4939912673.jpg,A man creates a fireball in midair with a group looking on.
4939912673.jpg,A man in a black shirt is under a fire ball.
4939912673.jpg,A man playing with fire in front of a crowd.
4942145778.jpg,A girl walking wearing a black short-sleeved top and shorts carrying a purse and smoking.
4942145778.jpg,"A woman wearing brown shorts, black tank top, & brown purse is walking and smoking."
4942145778.jpg,A young woman in a black shirt is walking down the sidewalk smoking.
4942145778.jpg,A young blond lady is having a cigarette while she walks.
4942145778.jpg,Lady smoking a cigarette walking
4944374247.jpg,A woman in a red striped shirt and red shorts is holding a white bag while sitting with several people behind her and one person beside her.
4944374247.jpg,A woman in a white hat and a red and white striped shirt sitting on a wall.
4944374247.jpg,A woman in a red and white striped shirt is sitting down.
4944374247.jpg,Lady in red resting on a wall while people walk by her.
4944374247.jpg,A woman in a red shirt sits by a fountain.
4945314566.jpg,A young Asian woman in silver high heels and short skirt stands on a sidewalk.
4945314566.jpg,A well dressed Asian female standing on the curb next to the street.
4945314566.jpg,Women with short skirt standing on sidewalk.
4945314566.jpg,An Asian girl standing outside a building.
4945314566.jpg,A young Asian woman waits for a bus.
4946968361.jpg,"A blond woman wearing a helmet, gray jacket, black pants, and a purse, stands on her motorbike in a parking lot."
4946968361.jpg,A woman carrying a handbag is on a blue scooter.
4946968361.jpg,A woman is sitting on a moped inside a shop.
4946968361.jpg,A woman prepares to start her moped.
4946968361.jpg,A woman is outside on a moped.
494792770.jpg,Brown dog with mouth open standing amidst greenery.
494792770.jpg,A brown dog walks in the under brush.
494792770.jpg,A dog runs through the long grass.
494792770.jpg,Brown long-haired dog in garden.
494792770.jpg,A dog pauses in the bushes.
4948995543.jpg,A group of people are cleaning out a shed and have a large garbage bin with them.
4948995543.jpg,A man with no shirt on is standing next to a dumpster outside.
4948995543.jpg,A group of people organize refreshments outdoors.
4948995543.jpg,A man and a woman shopping in an open-air market.
4948995543.jpg,People are standing near a tent with groceries.
4952561999.jpg,Most ride motorbikes in the area but one must be very careful.
4952561999.jpg,Several people are riding motorcycles down a narrow street.
4952561999.jpg,The group of teens is heading out of town on their mopeds.
4952561999.jpg,3 people riding motorcycles down the street.
4952561999.jpg,People riding motorbikes down the street.
4953469320.jpg,A group of protesters holding sings and raising their arms up in the air
4953469320.jpg,People walking in the street holding up banners and waving their arms.
4953469320.jpg,A mob of Chileans are protesting in the streets with banners.
4953469320.jpg,Many people protest as they walk down the street.
4953469320.jpg,Many protesters demonstrating on a public street
4958552471.jpg,"An older man with a graying beard, possibly a homeless person, sleeps on the grass in front of an ancient tree in a public park."
4958552471.jpg,An old man sleeps on the grass at the foot of a large tree.
4958552471.jpg,A person laying down on the grass with their eyes closed.
4958552471.jpg,Someone is laying down in the green grass beside a tree.
4958552471.jpg,Man wit a gray beard sleeps under a tree.
4961773023.jpg,A man wearing a striped jacket tentatively looking down onto his hands while walking.
4961773023.jpg,"A man walks along a cobblestone path, next to a large blue wall."
4961773023.jpg,A man walking down a brick path next to a blue wall.
4961773023.jpg,A lone man walking along side a blue wall.
4961773023.jpg,Solitary man walks past blue wall.
496606439.jpg,A woman in a red shirt is waving while standing behind another woman with black hair.
496606439.jpg,A woman in pink is staring while a woman is red is posing nearby kitchen items.
496606439.jpg,Two women are smiling together at a restaurant.
496606439.jpg,Two women in front of boxes of tea and cups.
496606439.jpg,Woman smile and wave to the camera
4967237955.jpg,Staff workers operate cash registers for customers purchasing soda.
4967237955.jpg,What's a trip to the park without visiting the snack bar?
4967237955.jpg,People buying beverages from cashiers in orange shirts.
4967237955.jpg,A woman in an orange shirt is ringing up a purchase.
4967237955.jpg,Workers sell Coca Cola Products to customers.
4969006670.jpg,"An old woman with a cart, looking at china, there are many objects on display on the street."
4969006670.jpg,A woman in a gray shirt and blue jean shorts is looking at dishes.
4969006670.jpg,An older woman stacks plates to place in her cart.
4969006670.jpg,An older woman sets out a bowl on the ground.
4969006670.jpg,A lady kneeling to look at a bowl.
49695755.jpg,A boy swings at a pinata at a backyard party in the summertime.
49695755.jpg,A little boy takes a swing at a pinata at a family reunion.
49695755.jpg,A boy swings at a pinata during an outdoor family party.
49695755.jpg,Young boy swings at a colorful pinata with a blue bat.
49695755.jpg,A boy hits a multicolored pinata using a bat.
4971205276.jpg,An Asian man studies the interior of a glass building from the street.
4971205276.jpg,A young man in a white collared shirt stands in front of a glass door.
4971205276.jpg,Chinese man looking into an automobile dealer at a car.
4971205276.jpg,Man in white shirt looks at a sign on a window.
4971205276.jpg,A man with a bag looking through a window.
4974363190.jpg,"A woman wearing a blue skirt, high heels, a white shirt, green jacket and headband is walking out of a tunnel."
4974363190.jpg,A young woman in a white blouse and blue skirt walks away from a building.
4974363190.jpg,A woman wearing a white blouse is walking away from a building.
4974363190.jpg,Two people walking down a road leading out of a large building.
4974363190.jpg,Two woman walk along a white and steel path with walls.
4976649362.jpg,Three men are performing construction work on a fence.
4976649362.jpg,Three men are working on the fence next to a park.
4976649362.jpg,Two men with ladders are working on a fence.
4976649362.jpg,Workers wearing orange vests work on fence.
4976649362.jpg,Two workers on ladders fix a fence.
4978374359.jpg,"A woman with blond-hair and blue boots walks among a crowd of other pedestrians on a city street, looking up at something."
4978374359.jpg,A woman walking in front of a crowd on the sidewalk.
4978374359.jpg,A blond girl stares wistfully at the store signs.
4978374359.jpg,A blond woman walks in a crowded city.
4978374359.jpg,A woman looking up on a crowded street.
4978965173.jpg,Two ladies in sweatshirts walk by as the boy in the beanie stares jealously at their balloons.
4978965173.jpg,"A man and women walks together, both with white shirts, holding balloons."
4978965173.jpg,"Two people walking down a sidewalk, both of which are carrying balloons."
4978965173.jpg,Two people in white sweatshirts are walking carrying balloons.
4978965173.jpg,A couple walk past a cafe where another couple sit outside.
4979032290.jpg,"An organ grinder, in World War I helmet and clown makeup, speaks to an older man in a blue, striped polo shirt."
